rank,list_name,entry_id,attestation_status,phase7_status,beginner_flag,beginner_rationale,display_form,ehn_spoken_form,msn_headword,current_msn_headword,gloss_en,gloss_es,part_of_speech,semantic_domain,register,variety,pedagogical_score,source_file,source_reference,source_confidence,rule_trace
275,core_ehn_500,kw::chipahuac::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,chipahuac,chipahuac,chipawak,chipahuac,white,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chipahuac::sense-2,0.95,hu> w before vowel; hard c > k
276,core_ehn_500,kw::iztlacati::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,iztlacati,iztlacati,istlakati,iztlacati,to lie,,verb,general,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::iztlacati::sense-2,0.95,z > s; hard c > k
277,core_ehn_500,kw::cualantoc::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cualantoc,cualantoc,kualantok,cualantoc,angry,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cualantoc::sense-1,0.95,hard c > k
278,core_ehn_500,kw::cuecuetzi::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cuecuetzi,cuecuetzi,kuekuetsi,cuecuetzi,tiny,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuecuetzi::sense-1,0.95,z > s; hard c > k
279,core_ehn_500,kw::maneharoa::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,maneharoa,maneharoa,maneharoa,maneharoa,To drive,,verb,general,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::maneharoa::sense-1,0.95,identity
280,core_ehn_500,kw::huactlatlaxixtli::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,huactlatlaxixtli,huactlatlaxixtli,waktlatlaxixtli,huactlatlaxixtli,tuberculosis,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huactlatlaxixtli::sense-1,0.95,hu> w before vowel; hard c > k
281,core_ehn_500,kw::huehcapantic::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huehcapantic,huehcapantic,wehkapantik,huehcapantic,tall,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehcapantic::sense-1,0.95,hu> w before vowel; hard c > k
282,core_ehn_500,kw::huehcatla::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huehcatla,huehcatla,wehkatla,huehcatla,deep,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehcatla::sense-1,0.95,hu> w before vowel; hard c > k
283,core_ehn_500,kw::huehuentzi::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huehuentzi,huehuentzi,wewentsi,huehuentzi,old,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehuentzi::sense-1,0.95,hu> w before vowel; z > s
284,core_ehn_500,kw::huehueyac::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huehueyac,huehueyac,weweyak,huehueyac,long,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehueyac::sense-1,0.95,hu> w before vowel; hard c > k
285,core_ehn_500,kw::huihuiciquitic::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huihuiciquitic,huihuiciquitic,wiwisikitik,huihuiciquitic,thin,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huihuiciquitic::sense-1,0.95,hu> w before vowel; qu > k before front vowel; soft c > s; hard c > k
286,core_ehn_500,kw::octubre::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,octubre,octubre,oktubre,octubre,October,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,98,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::octubre::sense-1,0.95,hard c > k
287,core_ehn_500,kw::yehyectzi::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,yehyectzi,yehyectzi,yehyektsi,yehyectzi,beautiful,,adj,general,EHN_colloquial,Eastern Huasteca Nahuatl,97,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::yehyectzi::sense-1,0.95,z > s; hard c > k
288,core_ehn_500,kw::ahacatl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ahacatl,ahacatl,ahakatl,ahacatl,wind,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ahacatl::sense-1,0.95,hard c > k
289,core_ehn_500,kw::ahakatl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ahakatl,ahakatl,ahakatl,ahakatl,wind,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ahakatl::sense-1,0.95,identity
290,core_ehn_500,kw::atemitl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,atemitl,atemitl,atemitl,atemitl,river,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::atemitl::sense-2,0.95,identity
291,core_ehn_500,kw::kuawitl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,kuawitl,kuawitl,kuawitl,kuawitl,tree,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kuawitl::sense-1,0.95,identity
292,core_ehn_500,kw::metztli::7,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,metztli,metztli,metstli,metztli,moon,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::metztli::sense-7,0.95,z > s
293,core_ehn_500,kw::pemuch::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,pemuch,pemuch,pemuch,pemuch,naked coral tree,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pemuch::sense-1,0.95,identity
294,core_ehn_500,kw::pochotl::12,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,pochotl,pochotl,pochotl,pochotl,"Kapok tree, silk-cotton tree",,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pochotl::sense-12,0.95,identity
295,core_ehn_500,kw::sitlalli::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,sitlalli,sitlalli,sitlalli,sitlalli,star,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::sitlalli::sense-1,0.95,identity
296,core_ehn_500,kw::tepetl::4,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tepetl,tepetl,tepetl,tepetl,mountain,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tepetl::sense-4,0.95,identity
297,core_ehn_500,kw::tonatih::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tonatih,tonatih,tonatih,tonatih,sun,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tonatih::sense-2,0.95,identity
298,core_ehn_500,kw::hueyatl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,hueyatl,hueyatl,weyatl,hueyatl,river,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::hueyatl::sense-3,0.95,hu> w before vowel
299,core_ehn_500,kw::xochitl::5,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,xochitl,xochitl,xochitl,xochitl,flower,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,96,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::xochitl::sense-5,0.95,identity
300,core_ehn_500,kw::diciembre::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,diciembre,diciembre,disiembre,diciembre,December,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,95,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::diciembre::sense-1,0.95,soft c > s
301,core_ehn_500,kw::noviembre::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,noviembre,noviembre,noviembre,noviembre,November,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,95,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::noviembre::sense-1,0.95,identity
302,core_ehn_500,kw::septiembre::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,septiembre,septiembre,septiembre,septiembre,September,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,95,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::septiembre::sense-1,0.95,identity
303,core_ehn_500,kw::astatl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,astatl,astatl,astatl,astatl,heron,,noun,animals,EHN_colloquial,Eastern Huasteca Nahuatl,94,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::astatl::sense-3,0.95,identity
304,core_ehn_500,kw::chichi::5,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,chichi,chichi,chichi,chichi,dog,,noun,animals,EHN_colloquial,Eastern Huasteca Nahuatl,94,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chichi::sense-5,0.95,identity
305,core_ehn_500,kw::mapachi::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,mapachi,mapachi,mapachi,mapachi,raccoon,,noun,animals,EHN_colloquial,Eastern Huasteca Nahuatl,94,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mapachi::sense-2,0.95,identity
306,core_ehn_500,kw::mapachin::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,mapachin,mapachin,mapachin,mapachin,raccoon,,noun,animals,EHN_colloquial,Eastern Huasteca Nahuatl,94,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mapachin::sense-2,0.95,identity
307,core_ehn_500,kw::tototl::6,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,tototl,tototl,tototl,tototl,bird,,noun,animals,EHN_colloquial,Eastern Huasteca Nahuatl,94,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tototl::sense-6,0.95,identity
308,core_ehn_500,kw::cuatitlamitl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cuatitlamitl,cuatitlamitl,kuatitlamitl,cuatitlamitl,forest,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,93,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuatitlamitl::sense-1,0.95,hard c > k
309,core_ehn_500,kw::cuatitlamitl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cuatitlamitl,cuatitlamitl,kuatitlamitl,cuatitlamitl,mountain,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,93,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuatitlamitl::sense-2,0.95,hard c > k
310,core_ehn_500,kw::cuatitlanehquetl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cuatitlanehquetl,cuatitlanehquetl,kuatitlanehketl,cuatitlanehquetl,mountain inhabitant,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,93,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuatitlanehquetl::sense-1,0.95,qu > k before front vowel; hard c > k
311,core_ehn_500,kw::cuatitlanehquetl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cuatitlanehquetl,cuatitlanehquetl,kuatitlanehketl,cuatitlanehquetl,forest animal,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,93,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuatitlanehquetl::sense-2,0.95,qu > k before front vowel; hard c > k
312,core_ehn_500,kw::cuaxilocuahuitl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cuaxilocuahuitl,cuaxilocuahuitl,kuaxilokuawitl,cuaxilocuahuitl,banana tree,,noun,nature,EHN_colloquial,Eastern Huasteca Nahuatl,93,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuaxilocuahuitl::sense-1,0.95,hu> w before vowel; hard c > k
313,core_ehn_500,kw::ahacatl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ahacatl,ahacatl,ahakatl,ahacatl,divide,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ahacatl::sense-2,0.95,hard c > k
314,core_ehn_500,kw::amelli::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,amelli,amelli,amelli,amelli,well,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::amelli::sense-1,0.95,identity
315,core_ehn_500,kw::apolin::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,apolin,apolin,apolin,apolin,capulin,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::apolin::sense-1,0.95,identity
316,core_ehn_500,kw::axcaneli::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,axcaneli,axcaneli,axkaneli,axcaneli,ant,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::axcaneli::sense-1,0.95,hard c > k
317,core_ehn_500,kw::axcahua::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,axcahua,axcahua,axkawa,axcahua,sheep,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::axcahua::sense-1,0.95,hu> w before vowel; hard c > k
318,core_ehn_500,kw::ayotl::7,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ayotl,ayotl,ayotl,ayotl,turtle,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ayotl::sense-7,0.95,identity
319,core_ehn_500,kw::burro::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,burro,burro,burro,burro,donkey,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::burro::sense-1,0.95,identity
320,core_ehn_500,kw::chancaca::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,chancaca,chancaca,chankaka,chancaca,panela (solid piece of unrefined sugar),,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chancaca::sense-1,0.95,hard c > k
321,core_ehn_500,kw::chapoli::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,chapoli,chapoli,chapoli,chapoli,grasshopper,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chapoli::sense-3,0.95,identity
322,core_ehn_500,kw::chapolin::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,chapolin,chapolin,chapolin,chapolin,grasshopper,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chapolin::sense-3,0.95,identity
323,core_ehn_500,kw::ehquetl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ehquetl,ehquetl,ehketl,ehquetl,inhabitant,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ehquetl::sense-2,0.95,qu > k before front vowel
324,core_ehn_500,kw::elchiqui::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,elchiqui,elchiqui,elchiki,elchiqui,rib (anatomy),,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::elchiqui::sense-1,0.95,qu > k before front vowel
325,core_ehn_500,kw::elotl::4,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,elotl,elotl,elotl,elotl,A fresh ear of corn,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::elotl::sense-4,0.95,identity
326,core_ehn_500,kw::eltlapal::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,eltlapal,eltlapal,eltlapal,eltlapal,wing,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eltlapal::sense-2,0.95,identity
327,core_ehn_500,kw::elhuicac::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,elhuicac,elhuicac,elwikak,elhuicac,heaven,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::elhuicac::sense-1,0.95,hu> w before vowel; hard c > k
328,core_ehn_500,kw::escuela::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,escuela,escuela,eskuela,escuela,school,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::escuela::sense-1,0.95,hard c > k
329,core_ehn_500,kw::estado::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,estado,estado,estado,estado,state,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::estado::sense-1,0.95,identity
330,core_ehn_500,kw::esxokotl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,esxokotl,esxokotl,esxokotl,esxokotl,pomegranate,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::esxokotl::sense-3,0.95,identity
331,core_ehn_500,kw::familia::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,familia,familia,familia,familia,family,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::familia::sense-1,0.95,identity
332,core_ehn_500,kw::folsah::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,folsah,folsah,folsah,folsah,bag,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::folsah::sense-1,0.95,identity
333,core_ehn_500,kw::folzah::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,folzah,folzah,folsah,folzah,bag,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::folzah::sense-1,0.95,z > s
334,core_ehn_500,kw::hora::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,hora,hora,hora,hora,hour,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::hora::sense-1,0.95,identity
335,core_ehn_500,kw::iahcol::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,iahcol,iahcol,iahkol,iahcol,"his, her, its shoulder",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::iahcol::sense-1,0.95,hard c > k
336,core_ehn_500,kw::iahui::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,iahui,iahui,iawi,iahui,"his, her, its aunt",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::iahui::sense-1,0.95,hu> w before vowel
337,core_ehn_500,kw::iicni::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,iicni,iicni,iikni,iicni,"his, her, its brother",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::iicni::sense-1,0.95,hard c > k
338,core_ehn_500,kw::iixtiyol::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,iixtiyol,iixtiyol,iixtiyol,iixtiyol,"his, her, its eye",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::iixtiyol::sense-1,0.95,identity
339,core_ehn_500,kw::icni::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,icni,icni,ikni,icni,brother,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::icni::sense-1,0.95,hard c > k
340,core_ehn_500,kw::icnotzi::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,icnotzi,icnotzi,iknotsi,icnotzi,orphan,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::icnotzi::sense-1,0.95,z > s; hard c > k
341,core_ehn_500,kw::iconehua::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,iconehua,iconehua,ikonewa,iconehua,plural of icone,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::iconehua::sense-1,0.95,hu> w before vowel; hard c > k
342,core_ehn_500,kw::ilwikatl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ilwikatl,ilwikatl,ilwikatl,ilwikatl,sky,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ilwikatl::sense-1,0.95,identity
343,core_ehn_500,kw::ilhuitl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ilhuitl,ilhuitl,ilwitl,ilhuitl,"fiesta, festival",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ilhuitl::sense-3,0.95,hu> w before vowel
344,core_ehn_500,kw::inenepil::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,inenepil,inenepil,inenepil,inenepil,"his, her, its tongue",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::inenepil::sense-1,0.95,identity
345,core_ehn_500,kw::iztatl::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,iztatl,iztatl,istatl,iztatl,salt,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::iztatl::sense-3,0.95,z > s
346,core_ehn_500,kw::izhuatl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,izhuatl,izhuatl,iswatl,izhuatl,leaf,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::izhuatl::sense-2,0.95,hu> w before vowel; z > s
347,core_ehn_500,kw::ixteyol::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ixteyol,ixteyol,ixteyol,ixteyol,eye,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ixteyol::sense-1,0.95,identity
348,core_ehn_500,kw::ixtiyol::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ixtiyol,ixtiyol,ixtiyol,ixtiyol,eye,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ixtiyol::sense-1,0.95,identity
349,core_ehn_500,kw::iyatl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,iyatl,iyatl,iyatl,iyatl,tobacco,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::iyatl::sense-2,0.95,identity
350,core_ehn_500,kw::iyol::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,iyol,iyol,iyol,iyol,seed,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::iyol::sense-1,0.95,identity
351,core_ehn_500,kw::kahtzotl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,kahtzotl,kahtzotl,kahtsotl,kahtzotl,jicama,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kahtzotl::sense-1,0.95,z > s
352,core_ehn_500,kw::camohtli::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,camohtli,camohtli,kamohtli,camohtli,sweet potato,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::camohtli::sense-3,0.95,hard c > k
353,core_ehn_500,kw::carro::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,carro,carro,karro,carro,car,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::carro::sense-1,0.95,hard c > k
354,core_ehn_500,kw::carro::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,carro,carro,karro,carro,chariot,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::carro::sense-2,0.95,hard c > k
355,core_ehn_500,kw::kawayoh::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,kawayoh,kawayoh,kawayoh,kawayoh,horse,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kawayoh::sense-2,0.95,identity
356,core_ehn_500,kw::cayochi::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cayochi,cayochi,kayochi,cayochi,fox,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cayochi::sense-1,0.95,hard c > k
357,core_ehn_500,kw::cocotl::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cocotl,cocotl,kokotl,cocotl,"wound, sore",,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,92,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cocotl::sense-2,0.95,hard c > k
