entry_id,headword,part_of_speech,variety,gloss_en,editorial_status,notes_internal
SM::002528,RER,unknown,Classical Nahuatl,,Flagged,"definition_fr=ce, ixcolli. | duplicate_candidate_key=rer|unknown|classical nahuatl|"
SM::003594,RER,unknown,Classical Nahuatl,,Flagged,"definition_fr=choquizthi, tlatlauhtilia. | duplicate_candidate_key=rer|unknown|classical nahuatl|"
SM::006552,RER,unknown,Classical Nahuatl,,Flagged,"definition_fr=yollotl, cotlaualizth. | duplicate_candidate_key=rer|unknown|classical nahuatl|"
SM::009166,RER,unknown,Classical Nahuatl,,Flagged,"definition_fr=machin, namaca. | duplicate_candidate_key=rer|unknown|classical nahuatl|"
SM::009585,RER,unknown,Classical Nahuatl,,Flagged,"definition_fr=latin, tlatolh, machha. | duplicate_candidate_key=rer|unknown|classical nahuatl|"
SM::016791,RER,unknown,Classical Nahuatl,,Flagged,"definition_fr=teocalh, çacatl. | duplicate_candidate_key=rer|unknown|classical nahuatl|"
SM::019039,RER,unknown,Classical Nahuatl,,Flagged,"definition_fr=tetl, tziuacth. | duplicate_candidate_key=rer|unknown|classical nahuatl|"
SM::023647,RER,unknown,Classical Nahuatl,,Flagged,"definition_fr=tlateochiualli, cuzcatl. | duplicate_candidate_key=rer|unknown|classical nahuatl|"
SM::027990,RER,unknown,Classical Nahuatl,,Flagged,"definition_fr=xicoa, cuiha. | duplicate_candidate_key=rer|unknown|classical nahuatl|"
SM::028643,RER,unknown,Classical Nahuatl,,Flagged,"definition_fr=xotl, tilaua. | duplicate_candidate_key=rer|unknown|classical nahuatl|"
SM::001457,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=atlauhth, xomolli. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::003267,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=chiconaw, olotl. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::003384,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=chili, namaca. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::003739,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=ciuall, montli. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::004643,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=cuicuitzcail, tototl. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::005655,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=ichpochcatl, conetl. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::014381,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauhæiuil, paçolh. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::014765,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=quil, yolloth. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::018289,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=teteuh, pachoa. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::020239,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=chipaua, mani. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::021440,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=tlalcaualli, pan. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::025773,RP,unknown,Classical Nahuatl,,Flagged,"definition_fr=tletl, coyotl. | duplicate_candidate_key=rp|unknown|classical nahuatl|"
SM::001170,RR,noun,Classical Nahuatl,,Flagged,"definition_fr=a priv. quixtilpilli. *AQUIXTILVINO, s. Second vin, piquelte, vin additionné d'eau. RR. aquixtilli, vino. | roots=a priv; aquixtilli; vino | duplicate_candidate_key=rr|noun|classical nahuatl|"
SM::002268,RR,noun,Classical Nahuatl,,Flagged,"definition_fr=cauallo, cuitlapilli. “CAUALLOCUITLAPILTZONTLI, s. Crins de la queue du cheval. RR. cauallocuitlapill, tzonthi. “CAUALLOYACAILACATZOA, P: OGAUALLOYACAI- | roots=cauallo; cuitlapilli; cauallocuitlapill; tzonthi | duplicate_candidate_key=rr|noun|classical nahuatl|"
SM::002275,RR,noun,Classical Nahuatl,,Flagged,"definition_fr=cauallo, temmecayoil. “CAUALLOTEMMECATL, s. cauallo, temmecatl. “CAUALLOTENILPIA, P: OCAUALLOTENILPI : mA — mettre le frein à un cheval. RR. cauallo, tenilpia. *CAUALLOTEPITON, s. dim. de cavazco. Petit cheval, bidet. “CAUALLOTEPUZTEMMECAYOANA, P:+ OGAUAL- | roots=cauallo; temmecayoil; cauallo; tenilpia | duplicate_candidate_key=rr|noun|classical nahuatl|"
SM::008991,RR,noun,Classical Nahuatl,,Flagged,"definition_fr=melocoton, quauitl. *MELONMILPA, s. Melonnière. RR. melon, milli, pa. | roots=melocoton; quauitl; melon; milli; pa | duplicate_candidate_key=rr|noun|classical nahuatl|"
SM::026069,RR,noun,Classical Nahuatl,,Flagged,"definition_fr=tocino, chiauacayotl. *TOCINOCHIPINIA, P. OTOCINOCHIPINI : oindre, frotter quelqu'un de graisse. RR. tocino, chi- nie — inia. É * TOCINOMETZTLI, s. Jambon de cochon. RR. tocino, metzth. *TOCINOUIA, pP. OTOGINOUI : graisser quelqu'un. R. tocino. | is_verb=True | roots=tocino; tocino; chiauacayotl; tocino; metzth | duplicate_candidate_key=rr|noun|classical nahuatl|"
SM::002163,RR,noun (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=campana, pitza. “CAMPANATZILINIQUI, s. v. Carillonneur. RR. campana, tzilinia. | roots=campana; pitza; campana; tzilinia | duplicate_candidate_key=rr|noun verbalderived|classical nahuatl|"
SM::002271,RR,noun (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=cauallo, pepechtli, tlamamalli, tlalia. “CAUALLOPEPECHTOMALIZTLI, s. v. Action de débâter un cheval. RR. cauallo, pepechtli, toma. “CAUALLOPIXQUI, $. V. Écuyer, celui qui a soin d'un cheval. On dit aussi : cauallopixque impan icac ou cauallopixque in tiachcauh. RR. cauallo, pixqui. *CAUALLOQUAUITL, s. Crochet, clou, poutre où l’on attache un cheval. RR. cauallo, quauitl. *CAUALLOQUETZONTLI, 5. Crinière de cheval. | roots=cauallo; pepechtli; tlamamalli; tlalia; cauallo; pepechtli; toma; cauallo; pixqui; cauallo; quauitl | duplicate_candidate_key=rr|noun verbalderived|classical nahuatl|"
SM::002281,RR,noun (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=cauallo, tzapinia. “CAUALLOTZAPINILIZTLI, s. v. Coup d'éperon. R. cauallotzapinia. “CAUALLOTZATZAPINIA, P. OCAUALLOTZATZAPI- ni, fréq. de GAUALLOTZAPINIA : ni — donner des coups d'éperon à un cheval. *CAUALLOTZATZAPITZALIZTLI, 5. y. Coup d'é- peron. RP. cauallo, tzatzapitza. “CAUALLOTZOTZOPINIA, p. PinI : ni — donner des coups d’éperon à un cheval. OCAUALLOTZOTZO- | is_verb=True | roots=cauallotzapinia; cauallo; tzapinia | duplicate_candidate_key=rr|noun verbalderived|classical nahuatl|"
SM::002282,RR,noun (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=cauallo, tzotz0pimia. “CAUALLOTZOTZOPINILIZTLI, s. v. Coup d'é- peron. R. cauallotzotzopinia. “CAUALLOXOTEMECAYOTOMA , P. OGAUALLOXO- | is_verb=True | roots=cauallotzotzopinia | duplicate_candidate_key=rr|noun verbalderived|classical nahuatl|"
SM::000017,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=aaci, uetai. | roots=aaci; uetai | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000041,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=« priv. aqui. | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000087,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=acatl, çacatl. | roots=acatl; çacatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000142,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=acalli, tlanelo. | roots=acalli; tlanelo | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000208,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. catzaualizth. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000214,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ail, çauail. | roots=ail; çauail | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000218,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=amo, cecec (2?). | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000221,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=amo, centh. | roots=amo; centh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000261,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=atl, chipaua. | roots=atl; chipaua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000293,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=aci, mat. | roots=aci; mat | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000307,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=aci, tlani. | roots=aci; tlani | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000327,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. cocolecayotl. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000333,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=aco, cu. | roots=aco; cu | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000357,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. çomalh. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000373,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=aco, tlaça. | roots=aco; tlaça | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000377,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=aco, uetai. | roots=aco; uetai | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000386,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=actia, teca. | roots=actia; teca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000402,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. cuezcomatl. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000409,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ail, eecatl. | roots=ail; eecatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000438,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ayac, tlacatl. | roots=ayac; tlacatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000442,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=aya, ac. | roots=aya; ac | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000468,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ayecyotl, ca. | roots=ayecyotl; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000473,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ayecotli, milli. | roots=ayecotli; milli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000476,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. yectiliatli. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000498,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ayoachili, chiauacayotl. | roots=ayoachili; chiauacayotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000524,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ayotl, quixtia. | roots=ayotl; quixtia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000554,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=aithualli, tlapixqui. | roots=aithualli; tlapixqui | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000566,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. yuian. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000577,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a& priv. ixmaui. | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000582,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. ixtlataiuini. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000613,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=altepetl, tenamaitl. | roots=altepetl; tenamaitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000617,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=altepetenamitl, xitictli (?). | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000620,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=altepetl, tepantli. | roots=altepetl; tepantli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000625,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=altepetl, tlacuilo. | roots=altepetl; tlacuilo | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000627,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=altepetl, tlalia. | roots=altepetl; tlalia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000637,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=altepetlatquitl, ichtequi. | roots=altepetlatquitl; ichtequi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000663,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=«a priv. acicacaqui. | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000670,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ail, mail. | roots=ail; mail | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000675,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=atl, malacachoa. | roots=atl; malacachoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000680,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=amall, machiotl. | roots=amall; machiotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000712,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=amail, ... (?). | roots=amail | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000718,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=amatlacuiloa, can. | roots=amatlacuiloa; can | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000720,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=amatlacuilolli, cuepa. | roots=amatlacuilolli; cuepa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000740,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=amatlacwlollhi, tzaqua. | roots=amatlacwlollhi; tzaqua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000756,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=amall, uitequi. | roots=amall; uitequi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000760,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=amatl, ... (?). | roots=amatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000769,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ail, meya. | roots=ail; meya | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000772,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ameyalatl, Ua. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000836,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=@ priv. momalhuiani. | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000862,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=amoxtenth, malhuloni. | roots=amoxtenth; malhuloni | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000884,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=« priv. mozcaliani. | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000904,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. namique. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000917,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=à priv. caccanenequi. | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000924,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. neconi. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000927,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=«a priv. cotona. | | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000930,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. cuicuitia. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000932,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. cuitia. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000934,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. neeualizli. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000947,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. nematcayotl. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000955,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=atl, nepantla. | roots=atl; nepantla | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000972,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ail, noquia. | roots=ail; noquia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::000992,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. maxiltia. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::000999,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. eua. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::001014,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=a priv. oquichtli, yollott. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::001024,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=aouitiliztli, ca. | roots=aouitiliztli; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::001026,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=a priv. owtilizth. Légèreté, facilité, aisance. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::001106,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=atl, qua. | roots=atl; qua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::001118,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=aquallotl, ca. | roots=aquallotl; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::001151,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. mamachilia. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::001158,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. mamati. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::001179,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ateatlamachth (?), ca. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::001184,RR,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. caqui. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|
SM::001195,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=atl, teca. | roots=atl; teca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::001219,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=a priv. mauhqui, itta. | roots=a priv | duplicate_candidate_key=rr|unknown|classical nahuatl|"
